model,fold,acc,prec,rec,f1,f1_weighted,auc,auc_pr,mcc,kappa,specificity,npv,brier,log_loss_val,inference_ms
LightGBM,7,0.8333333333333334,0.9090909090909091,0.7142857142857143,0.8,0.8304761904761905,0.8973214285714285,0.9166415720295029,0.6747699033149638,0.660633484162896,0.9374999999999415,0.7894736842104848,0.12607461296023129,0.4977848230426674,0.05367666666037015
LightGBM,8,0.7586206896551724,0.6875,0.8461538461538461,0.7586206896551724,0.7586206896551724,0.8269230769230769,0.810599123099123,0.5336538461538461,0.5223529411764706,0.6874999999999571,0.8461538461537811,0.20016476658072604,0.6370891873630591,0.05743793103804286
LightGBM,9,0.7931034482758621,1.0,0.5384615384615384,0.7,0.7784029038112523,0.9326923076923077,0.9300976800976799,0.6257862187747438,0.5628140703517588,0.9999999999999376,0.7272727272726943,0.14709432799683303,0.5059385021676182,0.05680689654864495
LightGBM,10,0.7586206896551724,0.6875,0.8461538461538461,0.7586206896551724,0.7586206896551724,0.841346153846154,0.8500695885311269,0.5336538461538461,0.5223529411764706,0.6874999999999571,0.8461538461537811,0.16418861925186365,0.5075654336172792,0.05630689655186745
MLP,1,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8335187245087134,0.9285714285714286,0.9208492895992895,0.6681531047810609,0.6666666666666667,0.8124999999999493,0.8666666666666089,0.09875388998311405,0.33824516658307097,0.0057866666641833335
MLP,2,0.9333333333333333,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9333333333333333,0.9642857142857143,0.9740259740259738,0.8660714285714286,0.8660714285714286,0.9374999999999415,0.9374999999999415,0.05113089135863357,0.1823307684215652,0.005803333336492263
MLP,3,0.9333333333333333,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9333333333333333,0.9732142857142857,0.9761009667024703,0.8660714285714286,0.8660714285714286,0.9374999999999415,0.9374999999999415,0.07061362983032195,0.2539494208484639,0.005796666664537042
MLP,4,0.7333333333333333,0.75,0.6428571428571429,0.6923076923076923,0.730920060331825,0.8348214285714286,0.8028747862781476,0.4637130167514838,0.45945945945945954,0.8124999999999493,0.7222222222221821,0.18019966004433693,0.5267396985669829,0.005989999999655993
MLP,5,0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8,0.8794642857142857,0.9122166653222552,0.5982142857142857,0.5982142857142857,0.8124999999999493,0.8124999999999493,0.12229240066081395,0.3613051433101352,0.006346666668832768
MLP,6,0.7333333333333333,0.75,0.6428571428571429,0.6923076923076923,0.730920060331825,0.7767857142857143,0.7620544810606922,0.4637130167514838,0.45945945945945954,0.8124999999999493,0.7222222222221821,0.19148763338928104,0.5668070849769857,0.0060966666599900545
MLP,7,0.8,0.9,0.6428571428571429,0.75,0.7944444444444445,0.8928571428571429,0.894620657120657,0.6141922686399942,0.5909090909090909,0.9374999999999415,0.7499999999999626,0.13836417232744677,0.4219901831481617,0.005856666666659294
MLP,8,0.7586206896551724,0.7142857142857143,0.7692307692307693,0.7407407407407407,0.7591974622007992,0.8798076923076923,0.8830405705405704,0.5167523265868931,0.5155131264916468,0.7499999999999533,0.7999999999999466,0.144464173873611,0.4222162340868832,0.007362068980251809
MLP,9,0.8620689655172413,1.0,0.6923076923076923,0.8181818181818182,0.8571926158133054,0.9759615384615384,0.9723443223443222,0.7442084075352507,0.7128712871287128,0.9999999999999376,0.7999999999999601,0.09504705830849104,0.28045879411752633,0.007496551712267382
MLP,10,0.8275862068965517,0.7857142857142857,0.8461538461538461,0.8148148148148148,0.827998187286285,0.889423076923077,0.8956443129520051,0.6555098957630032,0.6539379474940334,0.8124999999999493,0.8666666666666089,0.12622166360736944,0.4070332439606589,0.006641379310041947
Hybrid Quantum Transformer,1,0.9,0.8666666666666667,0.9285714285714286,0.896551724137931,0.900111234705228,0.96875,0.9716791979949873,0.8017837257372731,0.8,0.8749999999999454,0.9333333333332711,0.07775969655215735,0.26474532237799797,1.0833699999996802
Hybrid Quantum Transformer,2,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8335187245087134,0.9107142857142857,0.9333673469387753,0.6681531047810609,0.6666666666666667,0.8124999999999493,0.8666666666666089,0.10949492783272662,0.3482187424493462,0.9715633333447234
Hybrid Quantum Transformer,3,0.8666666666666667,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.8654600301659126,0.9553571428571428,0.9555227354099534,0.7364853795464743,0.7297297297297298,0.9374999999999415,0.8333333333332871,0.09740831847783184,0.31780421531609687,0.8770466666646826
Hybrid Quantum Transformer,4,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8335187245087134,0.8883928571428572,0.8465156983539335,0.6681531047810609,0.6666666666666667,0.8124999999999493,0.8666666666666089,0.1345007512703699,0.4294052697954145,0.9713966666822671
Hybrid Quantum Transformer,5,0.9,0.8666666666666667,0.9285714285714286,0.896551724137931,0.900111234705228,0.9508928571428572,0.9651360544217686,0.8017837257372731,0.8,0.8749999999999454,0.9333333333332711,0.08531582839411736,0.29182199877568454,1.1047300000124474
Hybrid Quantum Transformer,6,0.7,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.6989898989898989,0.7946428571428572,0.8014570979907114,0.39551460591314075,0.3946188340807175,0.7499999999999533,0.705882352941135,0.18757246748597153,0.5466679469556609,0.8800166666636263
Hybrid Quantum Transformer,7,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8335187245087134,0.8482142857142857,0.8859229333527896,0.6681531047810609,0.6666666666666667,0.8124999999999493,0.8666666666666089,0.15419188105785472,0.4810721598246648,0.8939566666716322
Hybrid Quantum Transformer,8,0.7586206896551724,0.8,0.6153846153846154,0.6956521739130435,0.7532233883058471,0.8701923076923077,0.8733004740357679,0.5130878183232778,0.5012285012285013,0.8749999999999454,0.7368421052631192,0.155036834817797,0.4489464354727725,1.12778275860333
Hybrid Quantum Transformer,9,0.8275862068965517,0.9,0.6923076923076923,0.782608695652174,0.8237309916470336,0.9759615384615384,0.9674927636466095,0.6589657274544057,0.6437346437346437,0.9374999999999415,0.7894736842104848,0.10078358281146171,0.3251896711468679,1.1211931034644105
Hybrid Quantum Transformer,10,0.8620689655172413,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8620689655172413,0.9326923076923077,0.9386181691611553,0.7211538461538461,0.7211538461538461,0.8749999999999454,0.8749999999999454,0.10575693934841442,0.33439262833596733,1.1236137931111192
