model,fold,acc,prec,rec,f1,f1_weighted,auc,auc_pr,mcc,kappa,specificity,npv,brier,log_loss_val,inference_ms
LightGBM,6,0.8301886792452831,0.375,0.1875,0.25,0.8054997992773987,0.7051649305555555,0.3172288547015394,0.17881927244999765,0.16608391608391615,0.9444444444444418,0.867346938775508,0.1283040827097492,0.4133870956976611,0.008258254717715454
LightGBM,7,0.8136792452830188,0.3157894736842105,0.18461538461538463,0.23300970873786409,0.7926348459719864,0.6965502464109707,0.31207848081717365,0.1415077706265874,0.13518537643292372,0.9275766016713065,0.8626943005181325,0.13222458972962195,0.4257503736287833,0.008803066036290268
LightGBM,8,0.8443396226415094,0.47368421052631576,0.13846153846153847,0.21428571428571427,0.8064044396776788,0.7369187915148918,0.33654032252370036,0.1926104251439327,0.15573523200386175,0.9721448467966546,0.8617283950617263,0.12260745461018362,0.39329023168435695,0.00864952830251807
LightGBM,9,0.8066037735849056,0.24242424242424243,0.12307692307692308,0.16326530612244897,0.7791546656398408,0.6031712020569959,0.23375302097834796,0.07186496232414383,0.0669314583221513,0.9303621169916408,0.8542199488491026,0.14660881753772753,0.4720943729446077,0.008640330187912661
LightGBM,10,0.8254716981132075,0.37142857142857144,0.2,0.26,0.8027923519321966,0.6630812084851081,0.2683624549873786,0.1816059084512618,0.17104359313077944,0.9387186629526436,0.8663239074550105,0.1357947466290314,0.43145820287889713,0.006735849056757667
MLP,1,0.7169811320754716,0.27049180327868855,0.515625,0.3548387096774194,0.7487096222553613,0.6982204861111111,0.29382139016328573,0.2122486109554248,0.19554768530230204,0.7527777777777757,0.8973509933774804,0.1791799468283614,0.5298646324916368,0.0007412735857422307
MLP,2,0.660377358490566,0.23684210526315788,0.5625,0.3333333333333333,0.7059151341453705,0.6899739583333334,0.3349517452419125,0.17936950022971881,0.1535048802129546,0.6777777777777758,0.8970588235294084,0.20170873667668454,0.5866207910193771,0.0007780660377287653
MLP,3,0.6650943396226415,0.20454545454545456,0.421875,0.2755102040816326,0.7057258138815197,0.6411024305555557,0.2726513571656081,0.10067036100918789,0.09062348960850652,0.7083333333333314,0.8732876712328737,0.20154408411469613,0.5816068335758972,0.0007733490571448577
MLP,4,0.660377358490566,0.25,0.625,0.35714285714285715,0.7070288202363675,0.6912326388888889,0.27654382808000433,0.21541010921383227,0.18041237113402064,0.6666666666666647,0.9090909090909056,0.2027978655635275,0.5859515168401128,0.0007127358492412759
MLP,5,0.6933962264150944,0.25,0.515625,0.336734693877551,0.7305940549619547,0.6459635416666666,0.29199743623264196,0.1860388271449792,0.16747220879652003,0.724999999999998,0.8938356164383531,0.1910730581331553,0.5607597423255156,0.000779481132118441
MLP,6,0.6650943396226415,0.27058823529411763,0.71875,0.39316239316239315,0.7120402456890688,0.7514756944444444,0.39321790702843523,0.2734174266344064,0.22268126420161127,0.6555555555555537,0.9291338582677129,0.19501838907476604,0.5657497552760653,0.0007915094333581674
MLP,7,0.6910377358490566,0.2676056338028169,0.5846153846153846,0.3671497584541063,0.729944715972943,0.7226055281765589,0.3029557829812589,0.2251344933571105,0.19859179315519127,0.7103064066852347,0.9042553191489329,0.188076406814034,0.5523115259301624,0.0007466981145934936
MLP,8,0.7051886792452831,0.2972972972972973,0.676923076923077,0.4131455399061033,0.7433612470644199,0.7606170987786587,0.34168835250198615,0.29267587195964495,0.25427735254389916,0.7103064066852347,0.9239130434782574,0.18474656539292297,0.5460052843828396,0.0007563679244687488
MLP,9,0.6438679245283019,0.2345679012345679,0.5846153846153846,0.33480176211453744,0.6921439595591153,0.6365759588600813,0.26244467737773025,0.1773690241434896,0.1484811406075438,0.6545961002785496,0.8969465648854926,0.21537603931266647,0.6154253986768571,0.0007365566051583232
MLP,10,0.6792452830188679,0.26490066225165565,0.6153846153846154,0.37037037037037035,0.7212757299931888,0.6948789372187701,0.279951450093311,0.2303713850216945,0.19859910498373967,0.6908077994428949,0.908424908424905,0.20619830415596013,0.597934845858145,0.0008679245282556227
Hybrid Quantum Transformer,1,0.8349056603773585,0.42857142857142855,0.28125,0.33962264150943394,0.8202207191171236,0.7013020833333333,0.3378706831821225,0.25714666608442466,0.24989890820865346,0.9333333333333307,0.8795811518324583,0.15696196545424035,0.4909983426578405,0.4351882075473801
Hybrid Quantum Transformer,2,0.6886792452830188,0.20689655172413793,0.375,0.26666666666666666,0.7215305238579445,0.6565104166666667,0.2522551456958311,0.0959186017719994,0.0895366996356064,0.7444444444444424,0.8701298701298672,0.17554408369227914,0.5269072950725969,0.43991674528209634
Hybrid Quantum Transformer,3,0.8301886792452831,0.43548387096774194,0.421875,0.42857142857142855,0.8290761660855217,0.7229166666666667,0.3860800502855602,0.32893510896079137,0.3288779458318677,0.9027777777777752,0.8977900552486162,0.16348999941971032,0.5086025430622534,0.47661745283144313
Hybrid Quantum Transformer,4,0.8301886792452831,0.4,0.25,0.3076923076923077,0.8133339575822837,0.70234375,0.3219860639094606,0.22453655975512465,0.21674876847290647,0.9333333333333307,0.8749999999999977,0.15946973220157754,0.49660527146084965,0.479242924527325
Hybrid Quantum Transformer,5,0.7900943396226415,0.31343283582089554,0.328125,0.32061068702290074,0.7920587063699208,0.6587673611111111,0.34983638993758814,0.19663148240080774,0.19655935956395842,0.8722222222222198,0.8795518207282887,0.16859980270792438,0.5167854261925179,0.5461990566036891
Hybrid Quantum Transformer,6,0.7924528301886793,0.3125,0.3125,0.3125,0.7924528301886793,0.7291232638888889,0.35951884995510736,0.19027777777777777,0.19027777777777777,0.8777777777777753,0.8777777777777753,0.1584785113318245,0.49306174571393635,0.46606556603828203
Hybrid Quantum Transformer,7,0.7311320754716981,0.23655913978494625,0.3384615384615385,0.27848101265822783,0.749500524397462,0.638182986929505,0.309440774554189,0.12249306706881752,0.119594914575061,0.8022284122562652,0.8700906344410849,0.17046726580633081,0.5180010527752832,0.4516106132069701
Hybrid Quantum Transformer,8,0.8254716981132075,0.38461538461538464,0.23076923076923078,0.28846153846153844,0.8067052140393589,0.6963359760017142,0.3294639004319242,0.204345401324976,0.19602316404448317,0.9331476323119751,0.8701298701298679,0.16222984472877863,0.5064896304562893,0.4940174528312711
Hybrid Quantum Transformer,9,0.6839622641509434,0.21951219512195122,0.4153846153846154,0.2872340425531915,0.718826259382261,0.6082708377973003,0.22303281512366602,0.11747808870865176,0.10837701264869282,0.7325905292479088,0.8737541528239173,0.18370183638508047,0.5452280866705246,0.457550943398053
Hybrid Quantum Transformer,10,0.8254716981132075,0.4,0.27692307692307694,0.32727272727272727,0.8119703709901592,0.6864366830940647,0.302331758878353,0.23594698589781432,0.23079186075018387,0.9247910863509723,0.8759894459102878,0.16630129917879571,0.5144984065748102,0.455183018868222
